#{"t_start": 1762627281.2117, "env_id": "LunarLander-v3"}
r,l,t
-20.914234,155,28.496051
12.726882,1000,28.923519
-51.653142,185,29.379068
-69.350402,220,29.474675
22.798468,195,29.554231
23.1509,297,29.67495
-58.28055,168,30.065599
-29.210701,240,30.168283
-170.817452,293,30.28883
-311.593646,633,30.876621
-37.331635,220,30.970726
-35.777919,229,31.071552
9.757295,193,31.152545
-14.46792,236,31.571375
31.441215,320,31.70416
-199.556694,564,31.930306
-254.256914,733,32.568755
-55.412628,265,32.684365
59.80896,1000,33.458281
0.455173,285,33.907561
-36.504556,1000,34.661827
72.401331,1000,35.418072
-54.611465,332,35.561057
-9.484894,161,35.624188
130.698586,1000,36.37374
64.407475,1000,37.181332
-19.474162,1000,37.92389
-103.361037,500,38.129363
-67.713708,391,38.664309
19.561925,411,38.849133
22.292588,153,38.928233
29.512825,321,39.409449
-53.025963,410,39.580633
113.958729,1000,40.353895
183.002132,602,40.931954
81.887,1000,41.700302
124.045294,1000,42.44493
-181.687344,750,42.746535
10.919153,397,43.244766
154.954758,702,43.541144
-12.640491,417,44.044055
163.496846,1000,44.791951
127.535507,1000,45.540379
162.563428,1000,46.288531
-34.952664,384,46.447521
192.25044,921,47.164282
-35.951454,349,47.303052
-47.333384,373,47.825954
-130.446279,854,48.510064
86.677078,1000,49.247528
137.090086,859,49.602737
-191.962335,936,50.309739
162.595956,765,50.957174
186.208189,786,51.612639
155.694914,580,51.840892
199.770166,454,52.365549
213.37586,580,52.608623
197.681768,760,53.25757
-50.577927,397,53.746615
-179.306887,600,53.990043
-127.034411,454,54.544981
-124.080714,683,54.827358
-147.407964,877,55.536472
-174.532994,676,56.135389
-116.961617,350,56.276163
160.680384,775,56.917909
-61.363674,615,57.1829
-122.58583,572,57.748127
150.403971,802,58.411583
0.57243,1000,59.157448
114.142768,991,59.89975
-186.689817,892,60.636418
-18.718081,1000,61.372094
-95.208053,774,61.686769
133.402415,993,62.42181
-117.09617,928,63.14884
-81.12506,691,63.776517
115.645451,897,64.471361
32.79238,1000,65.217571
-25.079418,1000,65.955242
-28.078502,1000,66.752026
131.454358,962,67.493087
186.326698,608,67.744568
180.264024,737,68.375565
-37.568431,1000,69.242556
42.298046,1000,69.984418
-15.471964,1000,70.722505
213.312686,884,71.45879
34.7121,1000,72.186388
-207.897031,776,72.515399
195.026156,689,73.171617
112.688321,884,73.90085
150.36103,965,74.640102
-79.466695,1000,75.41707
154.137877,984,76.158231
-155.524839,771,76.797606
18.640508,1000,77.532787
129.698254,743,77.836356
37.043283,1000,78.616469
165.198532,709,79.234914
43.770852,1000,79.97525
-124.944069,627,80.565233
95.524418,1000,81.299835
175.255806,662,81.572289
192.564034,591,82.142243
156.527025,763,82.806422
39.940949,1000,83.627911
185.625607,595,83.89698
-152.144831,621,84.494987
204.571761,569,84.728826
184.563777,588,85.300985
156.817767,503,85.511206
-67.628168,400,86.009222
156.198201,652,86.279939
214.027575,553,86.861189
200.723474,483,87.051269
192.039509,586,87.622725
196.925926,592,88.176727
119.542973,795,88.506308
187.352287,507,89.079582
166.581339,593,89.330656
-25.432977,347,89.797675
-109.879731,557,90.024599
211.027968,478,90.542512
-26.322485,504,90.755236
19.272171,1000,91.514023
204.488733,523,92.051461
198.822807,515,92.269492
147.754758,892,92.964501
203.487358,506,93.514275
-112.984988,455,93.704514
-62.084386,485,93.89818
-81.566216,400,94.392146
-5.37937,1000,95.141767
221.782834,492,95.343225
-52.513389,458,95.853395
144.094443,761,96.484606
191.911386,558,96.725557
-62.875498,449,97.247263
-81.187327,428,97.42581
-67.57287,439,97.611432
195.556632,510,98.161972
62.918724,1000,99.031211
-69.825128,494,99.247472
147.520302,537,99.838552
206.831477,546,100.056194
-127.10634,475,100.579151
31.403286,1000,101.316749
247.775768,600,101.570968
-114.041711,473,102.086408
-152.441035,644,102.351441
196.647585,617,102.934393
-111.893582,490,103.466099
175.351807,563,103.706018
164.097925,563,104.264138
159.36303,446,104.449577
203.951656,810,105.112728
152.9645,501,105.321798
144.569404,591,105.900895
-49.649584,504,106.094673
198.558274,583,106.666492
-125.310059,453,106.845366
162.932478,558,107.400723
141.819608,590,107.961302
174.933397,549,108.188957
162.289877,577,108.758645
-105.429018,465,108.946645
-97.420613,517,109.533183
-68.813278,233,109.637002
-72.461361,370,109.787652
-69.376649,457,110.304808
-94.948107,468,110.492036
-85.547576,449,111.007234
-85.571374,440,111.192462
126.169777,752,111.839169
178.357648,586,112.07442
-102.386579,388,112.567788
-96.453038,529,112.791271
-81.211606,448,113.301684
-62.716275,437,113.481624
-82.105484,320,113.616524
-84.006923,493,114.15198
-130.653673,623,114.408061
87.199515,865,115.080443
-88.140108,527,115.630655
135.478081,641,115.898391
43.332411,1000,116.642546
-105.835725,539,117.186996
15.087509,1000,117.934078
79.673697,984,118.71069
-76.991943,219,118.798365
24.087952,1000,119.541292
187.191734,606,120.121313
-53.821287,222,120.217185
94.052064,901,120.913409
-103.315955,446,121.092125
-86.528131,401,121.573099
184.66891,620,121.836343
210.962451,762,122.471818
162.434972,536,122.687796
133.826181,558,123.241463
162.381759,594,123.814933
-97.857773,333,123.95501
149.49194,549,124.170177
-113.397521,493,124.709956
-116.462662,387,124.862807
-14.362211,852,125.528353
-75.353086,346,125.675302
-122.727138,551,126.228601
-71.635082,502,126.826168
170.085256,624,127.095204
213.89451,548,127.643827
71.91181,1000,128.388895
-62.441066,323,128.535212
135.732882,672,129.214104
-130.061083,560,129.448344
154.133553,368,129.955567
-164.822134,849,130.318668
186.422749,583,130.923774
189.22049,469,131.127382
-39.747992,483,131.692173
-189.550489,782,132.33574
-72.756943,1000,133.061823
179.881907,433,133.244701
-88.743773,456,133.436803
182.969865,482,133.96776
91.913609,798,134.667357
-39.606104,411,134.839438
107.555558,788,135.518199
-100.792565,1000,136.262949
126.888287,488,136.467227
-129.222077,422,136.962764
125.809518,554,137.188409
-88.361251,341,137.65894
-123.219144,652,137.935262
180.95438,550,138.496996
68.776562,842,139.17697
-82.268937,331,139.322163
-133.33028,313,139.449088
-74.795181,231,139.538924
111.069694,594,140.110912
-114.767398,486,140.662378
134.74483,639,140.929615
152.848474,764,141.572829
-180.191609,719,142.215505
190.095683,532,142.438833
196.645917,796,143.125499
107.794905,683,143.745595
-82.308916,310,143.884002
-169.322928,987,144.609098
-102.504381,1000,145.360219
123.113374,580,145.593989
82.974398,935,146.314111
-136.5984,599,146.922134
190.59531,589,147.154579
176.081647,523,147.711594
201.414883,526,147.917934
135.311335,579,148.488957
-68.077482,314,148.617551
-51.670684,369,149.10512
-77.017185,423,149.284785
206.692065,683,149.977077
-64.605555,311,150.099673
-74.175823,295,150.214681
-55.026379,196,150.624791
-72.107549,451,150.817613
-81.385049,357,150.954336
-88.092473,448,151.461793
155.999505,791,152.112754
-204.015809,687,152.404105
155.134798,538,152.956346
125.134631,624,153.221047
29.867999,1000,153.964834
-78.23146,1000,154.725898
-47.703904,1000,155.465321
-86.185098,343,155.931447
189.516373,561,156.15771
126.198664,695,156.840318
-59.684328,248,156.938095
222.937772,523,157.48481
-58.402702,282,157.600267
168.981199,605,157.852853
169.75724,583,158.424206
123.816753,887,159.21587
-59.311025,288,159.34226
-135.579156,442,159.858425
-66.706597,223,159.952702
189.320465,518,160.165336
-64.445658,206,160.570252
188.120736,532,160.795359
-64.611455,183,160.869146
200.950682,539,161.419562
173.792553,428,161.589908
-90.089845,194,161.667013
-7.95647,1000,162.416989
-136.971494,607,163.022159
-128.389602,398,163.187492
-107.343869,443,163.709569
141.034824,983,164.449309
-44.00916,445,164.62807
191.898272,572,165.182078
-52.769244,230,165.280107
151.763586,567,165.843356
-106.701568,510,166.055343
-85.486005,160,166.125679
-143.679702,379,166.604645
191.183241,532,166.833474
171.475793,575,167.378538
177.645372,581,167.620823
-175.227998,609,168.193835
-80.240167,385,168.355758
-92.759327,257,168.46168
147.908769,713,169.120594
-74.424774,393,169.280071
-70.232167,1000,170.018227
-85.459224,461,170.534564
-79.55207,344,170.669126
45.364058,1000,171.42063
135.23756,657,172.013299
65.928177,853,172.687764
104.164252,670,172.96716
-60.656242,268,173.401411
210.613625,534,173.622421
117.219815,698,174.23666
173.945901,501,174.451527
179.494252,600,175.060492
-120.256623,431,175.234663
-65.81093,174,175.303444
-95.58965,330,175.772201
192.279937,483,175.966658
-137.76375,518,176.502139
182.574446,471,176.693356
167.761355,471,177.204069
136.988682,633,177.471833
-68.070029,383,177.949442
211.610586,448,178.13279
153.844623,517,178.680979
135.249701,575,178.924192
-47.349047,264,179.028513
-66.679113,377,179.511658
-82.395908,277,179.625392
-65.710415,194,179.70212
-76.013304,355,180.184166
151.782475,473,180.383655
-71.010542,438,180.930666
200.274846,473,181.12863
-84.175682,337,181.2612
-42.274635,385,181.739013
-139.877029,606,181.988555
-75.178198,386,182.470265
-83.502399,372,182.622634
167.743333,721,183.260563
-76.680415,434,183.451533
-100.553156,396,183.945641
-48.812156,245,184.048294
-82.174256,398,184.213646
213.56044,490,184.750173
203.024713,455,184.938647
185.326939,542,185.483009
-80.942827,439,185.660444
151.922312,715,186.285404
172.427262,629,186.546507
-88.675768,508,187.174461
199.920112,473,187.366983
-65.43528,362,187.84785
166.152196,681,188.12655
-62.538839,364,188.646057
140.927036,568,188.904535
-57.742037,231,189.026056
193.841491,522,189.575944
177.598952,425,189.74747
156.007279,690,190.361293
202.290744,485,190.888175
176.109639,529,191.104877
167.02425,569,191.685202
-34.491876,430,191.87114
-112.639426,569,192.461659
120.356526,735,192.769706
-71.133633,333,193.230533
-102.809031,532,193.453828
66.660213,1000,194.201062
-61.43861,353,194.347362
-62.368481,388,194.841487
-88.835702,479,195.032138
195.662401,479,195.575399
27.190844,979,196.32402
209.739928,463,196.518747
86.108654,554,197.072297
-59.47906,433,197.248291
-163.901529,743,197.881456
-194.74317,695,198.549858
-86.541804,404,198.721419
188.826443,543,198.946768
197.391274,569,199.511211
159.518487,609,200.083376
219.209778,364,200.23196
57.033576,1000,200.980993
-80.052236,409,201.141399
-136.096879,612,201.712997
166.935952,551,202.259885
76.978187,1000,202.677974
-76.702083,425,203.184883
-59.001339,175,203.254764
85.196692,726,203.968559
241.430273,440,204.146435
-76.146043,329,204.608948
-81.003088,397,204.777298
172.294965,605,205.354947
224.010782,452,205.55239
-85.404443,469,205.734403
164.631124,467,206.25587
13.250372,1000,207.023778
-43.6257,341,207.157922
-98.553539,427,207.652898
195.943573,512,207.868646
-24.317842,358,208.015667
135.469666,487,208.54574
131.064715,529,208.760623
-69.843013,275,209.262087
-76.148869,392,209.428817
-102.654686,334,209.567851
-62.026365,292,210.017972
-123.825567,412,210.188861
-13.004076,321,210.317555
191.510086,437,210.83454
-185.309121,520,211.039721
241.032799,438,211.540476
162.703329,488,211.74009
172.694449,491,212.26315
-66.738716,184,212.339281
116.643378,877,213.23239
194.806121,431,213.417375
-65.936401,182,213.497554
79.508337,622,214.118692
-28.910112,387,214.275205
-82.602456,243,214.87787
242.682043,414,215.051211
-62.582484,397,215.205145
232.577013,423,215.703029
156.505183,415,215.879652
-84.507504,269,215.986533
183.431048,855,216.669806
-63.634819,204,216.752249
173.127329,487,217.30575
-56.221559,186,217.379206
-64.695816,329,217.519035
-92.107198,377,218.001859
214.657645,425,218.172455
235.053522,506,218.774079
216.42537,430,219.00736
233.920891,387,219.494214
-50.285197,214,219.584482
-212.19789,441,219.765715
187.420259,631,220.421226
177.835379,506,220.637946
-7.320619,375,221.118392
-118.728261,317,221.249687
-72.210211,289,221.362676
159.382442,391,221.860809
84.057276,949,222.579884
-84.011941,195,222.662477
-80.619062,237,222.759723
-63.740102,301,222.885773
111.268181,536,223.433918
-109.183024,363,223.588715
-30.544289,309,223.70979
130.14051,498,224.249292
-78.900565,1000,225.000129
-97.219732,363,225.143539
-45.115596,339,225.671462
-112.831556,268,225.785078
-110.636698,422,225.966913
-148.467114,463,226.473485
254.242037,384,226.637026
129.405585,454,227.147225
12.827661,1000,227.895913
-2.566713,257,228.003578
245.20444,499,228.209854
-69.415055,322,228.680758
-86.618478,359,228.834741
-103.282016,316,228.964797
134.723432,462,229.475913
234.266888,348,229.627661
-62.226342,204,229.706882
-84.616858,187,229.781724
178.087965,416,230.282849
191.311794,416,230.453533
-56.496048,209,230.54118
-72.487605,233,231.037077
29.809019,798,231.363199
-73.546162,200,231.771388
-26.442963,349,231.922491
-75.549568,295,232.03888
-31.143446,345,232.505189
191.465625,443,232.693549
-51.067932,152,232.755415
218.919675,377,233.234035
48.824237,1000,234.057602
-97.076225,344,234.205277
172.260754,423,234.378029
38.910367,1000,235.148535
209.048952,440,235.659212
-64.728257,274,235.776527
158.042977,388,235.940968
88.176575,1000,236.687411
188.659525,375,237.161946
188.905957,388,237.3205
-59.413574,214,237.403122
183.857195,450,237.915244
-67.65033,346,238.056456
-40.664552,278,238.167351
-93.388088,397,238.675807
-53.206262,189,238.756536
20.595952,332,238.898004
-82.171035,243,239.000857
-76.800144,184,239.398511
-69.297279,242,239.503071
-3.286672,342,239.649548
-109.980261,309,239.768034
-60.87245,209,240.192508
166.09545,588,240.43649
163.103912,633,241.036906
217.412633,363,241.182814
-39.053216,310,241.63614
200.000515,408,241.808554
-56.451001,279,241.923431
-45.546164,241,242.02236
149.24488,803,242.691061
-98.166798,306,243.214311
220.544539,347,243.363302
-110.799566,199,243.442421
252.923786,355,243.596925
216.429797,365,244.080326
-51.310738,263,244.188413
183.513292,422,244.351596
181.501505,463,244.876344
-61.348657,171,244.946029
197.473843,378,245.101097
180.606622,373,245.578394
-57.280056,176,245.653711
204.369714,444,245.838199
152.410501,399,246.332248
197.470432,452,246.521649
229.365397,368,247.033099
223.75034,352,247.185818
-128.839224,459,247.3635
127.878661,571,247.953054
242.244878,369,248.099858
-58.01365,398,248.620945
208.148377,380,248.795648
90.516662,689,249.439114
223.109034,348,249.585801
-73.932832,224,249.681422
-23.085462,187,249.756001
-61.691901,336,250.221959
229.870678,372,250.371255
219.636859,467,250.89303
218.179519,329,251.03483
154.557807,475,251.221831
211.685451,341,251.735282
227.708278,364,251.887512
24.526375,1000,252.621894
237.548285,367,252.776212
149.397919,379,253.256485
-56.201089,375,253.41079
114.822251,704,254.047604
163.922693,444,254.226994
-59.994451,181,254.295016
-105.663272,267,254.765738
240.140338,347,254.914072
170.365747,808,255.581636
-46.405018,200,255.67918
179.938984,601,256.280084
202.211998,411,256.448451
254.214572,377,256.605178
68.948117,1000,257.343914
-53.453286,327,257.80692
219.259363,433,257.985406
-63.546759,243,258.082595
204.76017,366,258.586569
-57.043669,210,258.679223
196.078747,375,258.844364
100.069145,639,259.437458
204.013957,437,259.618927
-199.131045,559,260.192626
-72.665211,284,260.30475
223.70163,394,260.79461
225.157928,377,260.95606
-98.069652,278,261.068007
-54.744308,196,261.14303
129.76488,958,261.866362
190.662235,478,262.407345
170.068332,571,262.662785
137.604991,842,263.388775
217.044124,442,263.944941
79.225055,1000,264.786561
9.268764,1000,265.527683
-80.561314,666,265.813597
225.275794,407,266.321326
242.036082,367,266.474901
98.230177,1000,267.275862
70.734276,1000,268.015543
237.923015,387,268.16717
147.057109,417,268.665802
-33.667318,324,268.803005
156.488351,429,268.985812
169.641994,516,269.52517
-49.31076,200,269.612091
195.678776,426,270.116859
-58.255899,260,270.223162
221.095966,396,270.382139
174.562455,356,270.928303
57.587582,661,271.210653
-32.248961,265,271.312866
254.393772,364,271.795176
-81.945309,370,271.943861
20.068658,1000,272.697415
-88.298551,320,272.8318
-43.994666,324,273.424901
95.188923,1000,274.242243
94.580097,550,274.470744
191.783442,712,275.230518
-90.461118,257,275.32979
228.577928,422,275.861826
25.626023,1000,276.650483
-70.175836,345,276.814337
-128.112004,589,277.448979
71.577406,1000,277.879458
209.559828,358,278.354559
173.246506,455,278.545675
228.888334,362,279.166844
70.089264,1000,279.912203
128.698227,655,280.196964
164.680929,435,280.693981
98.722494,498,280.898614
169.913526,453,281.416252
209.212281,349,281.565906
-27.814104,275,281.682349
165.750361,394,282.166376
59.217871,1000,282.978274
215.942881,378,283.139497
-65.416112,233,283.227418
-63.162593,191,283.300015
67.444741,1000,284.054078
-41.877648,279,284.491498
-72.030355,283,284.610864
166.800735,361,284.762062
209.675687,369,285.249661
-66.937286,311,285.3792
-59.739304,245,285.478408
197.21979,361,285.62811
-65.602241,228,286.060088
54.208377,1000,286.85773
222.115531,373,287.017629
178.46621,414,287.188282
-59.720422,299,287.651531
209.875776,378,287.810199
155.47341,391,288.332406
148.701639,489,288.540549
191.675179,278,288.659459
-64.341564,276,289.104303
145.775639,380,289.263661
258.373084,369,289.407094
231.455573,336,289.899568
-58.650412,173,289.982591
185.350454,385,290.151539
219.528576,371,290.307956
-88.633624,376,290.862336
-55.903993,183,290.939049
-62.551034,271,291.056094
206.757556,705,291.677765
-58.378089,188,291.758528
-15.919973,278,291.872647
-59.638688,221,292.288279
-57.833036,342,292.431372
128.495677,565,292.989341
195.968134,521,293.222442
170.817026,440,293.397743
214.753122,902,294.116176
-18.190198,327,294.641248
217.668542,423,294.819785
250.892642,357,294.965874
190.553402,445,295.498794
28.394899,1000,296.24592
-49.114936,162,296.310449
-35.131614,349,296.445468
232.539911,370,296.924352
205.764026,335,297.069437
-65.347214,155,297.132707
226.475638,362,297.589265
-25.181838,291,297.716744
158.374127,460,297.904033
235.371298,402,298.480296
-69.175355,340,298.638415
176.200915,380,298.813006
80.146165,1000,299.575443
-98.390477,386,300.07004
230.498783,394,300.235271
209.298497,360,300.37824
154.132937,401,300.878228
226.490023,394,301.03968
-55.277592,222,301.134991
156.281664,461,301.670686
-79.571266,148,301.73122
205.654591,329,301.868309
-65.11492,305,302.31583
-51.166321,228,302.410418
103.708864,574,302.641513
-77.772312,177,303.049086
115.2174,595,303.301684
150.952812,459,303.819014
20.475095,1000,304.567461
175.133685,526,304.796125
233.821102,346,304.929799
-53.166025,183,305.392084
-48.990416,267,305.504967
161.87421,349,305.651704
162.754462,439,306.169913
-54.693866,291,306.289811
203.586521,430,306.456309
171.333569,324,306.949938
181.319243,429,307.140519
-19.625224,312,307.265949
74.245522,1000,308.077764
-41.665737,216,308.499648
-35.583044,283,308.637555
-81.506922,270,308.75623
-61.296763,263,308.869208
-87.27219,278,309.343126
-78.274544,354,309.48694
164.107084,744,310.197465
-100.793102,270,310.305531
-45.812248,208,310.384827
-58.534769,174,310.454758
199.092793,229,310.883406
135.308592,448,311.071709
-63.218367,249,311.176842
-63.289457,190,311.253401
-94.308307,335,311.742999
-87.432306,331,311.880182
-56.716088,271,311.985353
-45.580658,201,312.455206
-93.057278,158,312.521718
-40.754644,198,312.603097
-118.204888,422,312.780542
-73.124245,256,313.215338
250.524622,374,313.369565
99.47312,461,313.552493
-50.421718,300,314.007475
-81.501477,166,314.080524
184.715369,270,314.191994
161.942752,492,314.785007
-51.50041,216,314.876293
78.447504,1000,315.61632
-48.262788,363,315.775021
-78.856923,162,315.872954
-84.049653,193,316.283812
-100.385582,206,316.369326
-114.891365,335,316.506045
239.88805,361,316.647625
192.499178,367,317.196016
28.368015,1000,317.939582
154.877608,561,318.181987
5.016504,310,318.63107
199.599286,364,318.795
-52.458179,281,318.907389
164.04259,398,319.549605
-82.521286,185,319.629063
261.994178,352,319.785969
-76.305288,176,319.869846
-79.472796,343,320.567434
248.235864,385,320.883271
-43.879962,218,321.02448
209.469186,366,321.925201
-16.097347,184,322.024039
57.759325,1000,323.12547
-112.211355,186,323.218144
207.494647,389,323.413568
192.466308,351,324.03449
81.589515,1000,325.03094
-18.0374,305,325.20956
172.957289,444,325.433604
176.522876,398,326.016134
179.802919,870,326.89863
-60.963753,288,327.064013
-53.954688,269,327.213868
-46.80254,228,327.338039
227.7995,332,327.934536
172.992702,373,328.114562
174.067947,761,328.918741
-58.721647,256,329.073052
173.565599,294,329.234551
208.649494,531,329.879929
-21.121053,364,330.067841
159.966012,466,330.671929
210.208654,362,330.847822
171.913335,364,331.022002
-68.758574,154,331.493486
175.826407,391,331.685992
-37.759816,263,331.816539
228.228814,390,332.41074
74.104749,1000,333.304445
-33.329101,302,333.45685
221.268813,374,333.63825
-80.670078,184,333.728919
-53.553761,297,334.256204
228.081712,495,334.501335
155.801334,558,335.158959
-47.579763,218,335.264374
188.319053,466,335.491583
-52.730848,335,336.048332
-68.589213,182,336.1372
190.827261,305,336.285742
-66.863319,274,336.415936
210.421545,426,337.018385
223.720655,402,337.208018
161.939032,473,337.879808
-32.995108,296,338.015573
138.374147,597,338.731369
156.591117,405,338.952147
-57.835873,294,339.114137
-57.037044,396,339.678633
61.597866,1000,340.549712
186.54058,407,340.741997
223.562379,426,340.937999
-73.889734,354,341.488021
-53.293087,280,341.619547
251.403271,423,341.816668
-30.369649,323,342.330647
-36.28431,357,342.498117
144.207845,489,343.103468
-51.288876,326,343.258405
192.773441,386,343.442738
150.910356,462,344.067277
239.234794,522,344.320698
202.648639,412,344.897828
144.136797,440,345.113519
178.268614,400,345.308148
195.191984,391,345.873314
-47.500492,235,345.980449
14.657917,1000,346.836621
-70.503601,274,346.964267
-74.402782,287,347.471039
-60.765183,199,347.562774
-53.388892,171,347.642774
218.10709,378,347.822064
231.615059,366,348.388904
206.04184,352,348.559695
173.864462,950,349.406267
77.139461,1000,350.291411
205.182106,419,350.499844
178.255449,535,351.150701
204.85463,370,351.332093
226.010556,357,351.907897
181.844774,362,352.077692
-83.460355,274,352.210583
-87.689135,341,352.756874
-87.286708,301,352.902774
46.66354,1000,353.782153
150.386824,487,354.016883
169.2923,428,354.607328
-83.741397,287,354.751456
122.346487,802,355.546096
141.115689,621,355.860414
175.15236,543,356.495082
-66.618418,222,356.597695
153.851152,422,357.180806
-43.838196,307,357.33901
251.874112,401,357.532651
238.571084,411,358.107472
237.955885,417,358.308848
72.7073,1000,359.183318
217.304326,412,359.381033
183.822909,420,359.948068
-76.265354,340,360.115656
-72.945673,263,360.242637
-86.078119,347,360.7819
-51.101239,392,360.964409
82.524842,608,361.631009
-108.775646,272,361.758851
207.82376,374,361.93447
186.317291,461,362.53069
170.126821,572,362.806117
-42.229939,380,363.354304
230.135866,379,363.530575
150.883058,706,364.262799
67.169696,1000,365.097528
191.499667,606,365.38151
215.463367,393,365.944096
-22.126325,253,366.058736
-44.915758,405,366.24298
198.252439,430,366.828295
238.908777,437,367.033488
173.792662,376,367.591553
-20.508492,334,367.749517
194.827081,420,367.944979
243.018677,414,368.531918
-55.622276,189,368.634675
-62.178788,323,368.802955
184.472049,438,369.436707
147.056946,564,369.697635
-33.70813,344,370.23323
-49.41562,244,370.346246
211.677322,373,370.525035
201.408378,388,371.085955
203.145703,419,371.286822
-17.140286,279,371.426208
145.361405,668,372.124801
-20.084671,280,372.25667
193.154627,427,372.853319
238.937035,389,373.035374
-78.877744,313,373.188377
