#{"t_start": 1762631490.50464, "env_id": "LunarLander-v3"}
r,l,t
52.965228,937,115.980754
55.068555,797,116.962892
56.625854,974,117.599036
-19.041008,941,118.841185
20.262663,884,120.17635
13.461216,844,121.27718
4.34529,975,122.386817
-7.460365,984,123.675283
-254.127841,842,124.839724
34.946265,917,126.127761
-141.033691,1000,127.340184
-140.808432,1000,128.618631
-167.882596,1000,129.824369
-235.357754,916,131.053265
108.168763,813,131.459283
-259.429384,859,132.619113
49.488818,766,133.783669
60.653734,899,134.887128
-182.733765,742,136.080416
113.649136,778,136.46632
49.294178,864,137.627082
77.570586,716,138.840911
54.713592,757,139.936675
66.595244,772,140.314988
78.742175,745,141.450391
81.518475,751,142.534067
162.618071,567,142.84176
175.082672,757,143.929074
82.970507,662,144.9837
60.318877,758,145.418459
107.69411,664,146.419615
176.444764,618,147.332787
-145.808806,502,147.587608
130.84806,577,148.678157
152.634589,563,148.978736
148.34099,555,150.136653
-88.582472,453,150.428749
-85.361753,409,151.3116
123.212512,558,151.589739
130.463673,541,152.538672
25.560164,933,153.793906
124.801502,526,154.055679
177.364689,518,154.979541
-56.342036,408,155.187222
107.927637,579,156.234713
-138.902062,541,156.50127
204.733132,469,157.343895
182.281363,478,157.575567
183.28225,568,158.699161
-46.204198,441,158.916075
154.955296,488,159.868729
135.038393,530,160.13258
183.985381,451,161.144855
157.772391,543,161.413727
174.25157,485,162.415741
148.174954,482,162.652401
125.409565,489,163.049491
98.049204,558,163.930763
123.797521,896,164.935423
128.029244,459,165.165903
178.435428,424,166.021386
169.012707,441,166.245544
177.599514,507,167.269923
159.685817,446,167.486515
167.334218,485,168.509127
145.95198,470,168.732466
163.182888,607,169.75959
176.876266,432,169.966739
178.330486,404,170.24257
-98.951745,370,171.089392
-56.162261,338,171.25931
140.349302,441,172.121512
179.428175,365,172.307534
193.092258,448,172.585349
188.975258,418,173.558143
-52.503377,254,173.692734
-34.858109,287,173.850588
197.854076,392,174.743462
170.283109,394,174.940936
-36.859825,292,175.090354
161.485215,416,176.067671
-58.066045,314,176.233965
-73.56094,303,176.394894
147.042365,481,177.352858
186.999502,380,177.561812
-49.047875,271,178.750507
208.288135,364,178.942724
210.079507,372,179.341663
-48.076318,291,180.155398
180.636263,411,180.362088
194.677141,418,180.577705
-92.702373,389,181.565142
150.508479,435,181.780845
182.378046,434,182.744767
184.64286,377,182.929556
183.63246,375,183.114763
190.635409,390,184.372728
191.484344,393,184.570225
221.928955,325,184.75088
177.34002,376,185.663637
157.224929,383,185.859298
215.966974,321,186.074981
174.156547,358,186.988177
248.638347,348,187.159703
90.476076,543,188.151523
175.899275,390,188.346053
198.29842,425,188.578292
-93.127535,303,189.412152
174.139125,377,189.595668
-63.075319,402,189.824006
179.210707,418,190.703272
197.296335,420,190.912845
211.515965,374,191.814335
-57.613988,356,191.987209
221.468781,380,192.179193
-94.342198,1000,193.435149
199.009198,390,194.319709
4.316026,239,194.436368
205.540429,371,194.617003
37.101956,884,195.775327
196.758716,374,196.711963
175.511837,367,196.891197
176.238888,418,197.107506
166.679991,907,198.316448
223.175502,331,199.240445
132.86656,499,199.48696
216.894028,336,199.656066
-42.389414,267,200.467243
-151.105977,1000,201.900627
161.620873,367,202.102451
223.633933,333,202.277025
-83.809222,266,203.148266
-25.064698,266,203.279163
7.37054,224,203.390772
191.792544,643,204.530685
162.440878,551,204.808227
233.730465,323,205.732412
196.656824,344,205.901077
242.483017,310,206.055098
158.673664,430,207.067138
259.143949,312,207.230926
187.003923,364,207.430731
-1.688769,320,208.379584
195.874092,342,208.549866
234.199384,311,208.74628
199.439807,327,209.071105
208.642371,339,209.990305
9.194081,255,210.124062
240.452625,334,210.321318
-50.266818,254,211.155735
199.758704,371,211.336933
229.063894,337,211.504657
204.291052,310,212.496322
214.291535,331,212.655489
216.445105,368,212.850971
190.000025,341,213.718544
208.295467,340,213.889184
17.223169,159,213.971746
237.590757,284,214.17294
249.215009,310,215.039306
-140.917066,1000,216.2435
206.386947,404,216.439497
217.996456,306,216.648264
242.287223,352,217.488353
191.325941,335,217.65102
216.986159,311,217.808171
-42.714657,270,218.537778
207.991155,306,218.683396
38.215941,233,218.794573
-16.464113,255,219.019821
31.879994,225,219.796394
10.754525,256,219.920488
223.06627,342,220.086216
-51.145228,271,220.23065
170.201742,359,221.007027
223.597416,360,221.185818
-2.700729,249,221.441551
213.063283,354,222.368914
241.779161,306,222.523989
165.640758,559,223.608384
-25.2498,217,223.718205
265.257334,275,223.856789
217.731627,367,224.11507
255.218066,358,224.97037
247.901243,284,225.112656
-11.620614,220,225.221867
155.908252,499,226.135433
221.260347,280,226.271336
236.429558,310,226.58049
206.837778,312,227.464375
-32.725385,258,227.589812
20.201477,214,227.695005
-42.519047,264,227.831283
231.486627,369,228.636296
17.804438,201,228.734567
204.015038,398,228.932767
31.838905,165,229.080804
220.064649,337,229.947659
-2.335219,241,230.064476
-6.631438,272,230.205807
197.01034,318,231.086306
223.282665,278,231.225668
198.262791,285,231.367136
10.104997,196,231.525977
229.88294,304,232.391061
244.582798,291,232.535894
211.913127,322,232.700869
208.542447,326,233.600575
208.095532,298,233.750099
-10.506347,245,233.871462
-12.139258,262,234.068753
215.998555,317,234.926382
224.132384,378,235.11097
29.848786,166,235.190857
237.485036,342,235.963213
202.126599,299,236.1109
232.28292,265,236.238285
229.15365,313,236.51133
206.058487,290,237.375178
-7.739027,200,237.476552
104.015963,475,237.735441
253.602074,238,238.641911
225.23459,287,238.78165
6.023918,218,238.892032
221.194611,313,239.277595
218.783813,277,240.096158
210.523625,327,240.256794
189.149807,346,240.432145
246.379612,312,241.269279
-12.105001,276,241.401757
207.220202,344,241.569035
-52.109658,281,241.767507
210.678911,289,242.618624
220.794027,292,242.759761
222.953926,356,242.952957
208.667049,339,243.819719
209.246618,318,243.973392
209.808056,356,244.20871
239.644899,290,245.091272
227.463452,325,245.248674
199.681546,328,245.416657
251.238512,261,246.232804
187.935689,381,246.414098
235.750059,286,246.552529
211.289514,328,247.481
207.630143,298,247.628164
232.671704,328,247.78645
213.575118,316,247.952947
200.9942,311,248.827126
275.033304,230,248.94416
232.965186,280,249.122445
19.482494,246,249.276666
199.869633,492,250.249606
209.417989,311,250.405541
-13.228074,268,251.256982
223.037018,313,251.410181
240.787231,290,251.557215
206.707054,293,251.77263
200.062663,345,252.688891
8.072765,1000,253.878301
200.429798,305,254.027651
244.314359,376,254.262182
204.163799,334,255.221564
231.670342,296,255.373504
224.903961,286,255.555418
248.295726,286,256.482893
217.18825,315,256.639045
238.11752,332,256.803373
149.592953,456,257.826575
232.328459,361,258.007638
251.471727,387,258.212051
256.916336,338,259.125099
28.335347,913,260.363039
193.245442,289,260.505884
223.791646,287,260.645461
251.546336,306,260.806612
224.787436,333,261.5745
245.714654,321,261.729197
221.088317,266,261.940913
242.913949,378,262.915101
213.542931,277,263.04972
206.207306,321,263.210584
235.554504,299,264.060864
238.079789,279,264.194522
202.182385,283,264.329388
202.340214,323,264.545324
230.573185,288,265.400054
238.458596,272,265.532892
235.673618,255,265.667942
4.903008,223,265.803145
229.04728,316,266.720203
-69.894726,196,266.815877
235.639502,326,266.986549
235.315021,260,267.807569
236.741222,299,267.95277
232.289697,296,268.102354
229.682768,278,268.24167
-3.688538,206,269.039875
247.427766,283,269.205747
245.384112,275,269.361875
256.74169,237,269.516954
226.485461,298,270.453391
-25.9823,180,270.542506
252.337318,269,270.67625
-60.718815,1000,272.00656
247.748748,417,272.326276
208.318753,290,273.097144
41.166869,200,273.197495
249.537014,280,273.334985
203.822173,287,274.303009
232.857486,344,274.475987
229.666303,266,274.611601
178.573213,527,275.624666
249.489767,286,275.764769
226.041973,273,275.90177
246.566606,292,276.112537
237.937909,267,277.00802
261.288452,224,277.123381
204.276526,290,277.277643
172.789367,375,278.23852
-46.523512,211,278.34424
247.855727,271,278.479385
243.91778,308,278.696754
231.373585,333,279.606039
233.230056,268,279.73796
246.728102,274,279.881321
224.477877,305,280.746698
-49.189963,144,280.8186
253.122299,347,280.987435
233.243912,301,281.172305
228.709407,256,282.0185
215.277956,297,282.161306
262.788333,257,282.287196
234.908147,302,282.440711
241.564342,267,283.26559
228.193376,318,283.419674
183.364786,419,283.656923
5.594087,242,284.487396
212.176979,298,284.633626
232.974343,291,284.779794
227.88098,294,284.940811
235.68299,267,285.764583
235.762777,270,285.899348
237.044637,353,286.095604
223.685704,269,286.923621
22.05064,146,286.995702
250.775283,287,287.134749
238.56048,306,287.286816
271.616024,246,288.002151
262.139823,271,288.134176
227.655026,270,288.268879
258.170623,242,288.38473
-47.797337,171,288.61447
17.691693,225,289.31242
234.386316,288,289.45334
224.877392,296,289.594268
197.208864,268,290.41481
-44.534203,133,290.479463
253.191911,316,290.633868
255.024045,294,290.775437
282.736577,232,290.920259
37.389199,192,291.659075
251.871993,275,291.793188
228.412795,314,291.944361
235.030044,257,292.64108
251.627034,275,292.770728
243.32682,282,292.906197
-57.696482,207,293.004383
0.675355,217,293.220126
230.882731,282,294.003283
252.697274,252,294.126968
246.36228,280,294.263971
251.429693,283,295.004983
220.802061,264,295.137112
251.98233,306,295.292683
254.187295,264,295.420186
240.303425,351,296.271733
252.791416,239,296.389283
236.885253,252,296.513873
264.733975,293,296.766795
233.627017,241,297.665163
247.673405,238,297.786273
248.1038,247,297.969284
-56.345079,216,298.100676
33.868687,158,298.869989
-27.054696,154,298.961712
9.049108,198,299.076306
237.760745,312,299.259303
246.577977,272,299.433294
14.598741,239,300.311854
216.654016,277,300.449215
211.257538,279,300.652399
221.970652,285,301.517825
215.591032,267,301.652481
-23.607333,138,301.722487
142.525863,422,301.950226
9.099126,241,302.86022
254.450422,263,302.989796
263.742333,233,303.105485
242.631083,287,303.263296
220.929374,257,304.141452
252.137594,318,304.300426
231.4266,256,304.428071
220.782754,274,304.629831
202.94518,496,305.572122
4.181088,215,305.676721
6.516542,241,305.815455
225.997417,273,306.663582
171.606073,424,306.870237
220.380431,319,307.037415
243.848223,285,308.050038
272.742172,320,308.33765
23.421167,242,308.64113
225.034357,253,308.82059
235.133091,267,309.935016
217.179119,263,310.301753
225.563447,245,310.486645
221.091957,311,310.647858
278.327594,276,311.445621
249.162506,238,311.567206
245.889201,323,311.732315
224.096655,266,312.544672
5.257466,129,312.611953
265.977688,266,312.74061
244.683299,254,312.864447
231.316026,279,313.062843
204.461243,328,313.981135
221.477087,311,314.133829
23.683908,221,314.255083
177.517569,395,315.165719
206.026063,267,315.299778
39.50808,154,315.380245
239.082905,284,315.524423
244.247799,266,316.380711
209.738214,245,316.49838
254.243996,224,316.606694
-7.844136,248,316.819249
209.281972,275,317.653329
241.446136,307,317.801762
4.1193,1000,319.044961
245.313466,241,319.160232
219.618047,290,319.313444
212.733043,253,320.130617
205.590953,259,320.273246
208.320484,393,320.481636
239.043988,258,321.367138
242.499183,273,321.504217
208.439045,250,321.627099
212.273618,280,321.770423
231.507491,291,322.65485
236.263866,264,322.784424
248.044932,249,322.908925
235.619635,298,323.114527
248.81297,306,323.963317
240.156313,288,324.102709
238.042293,285,324.241591
4.870745,190,324.345377
241.733837,289,325.249253
238.242393,303,325.393487
209.874574,268,325.570936
212.66558,284,326.504889
229.290101,275,326.642267
239.583755,295,326.787643
235.504514,277,326.939682
237.309514,295,327.892932
280.335731,244,328.021383
214.144329,316,328.23524
218.015424,259,328.47738
215.990374,251,329.296399
256.062172,226,329.43551
5.059377,158,329.546428
254.499076,260,329.704538
238.061971,275,330.557107
238.426511,268,330.69129
221.334718,302,330.840326
246.597104,246,330.979464
163.447719,412,331.854833
232.881208,298,332.020283
5.751744,227,332.224383
240.343668,277,333.061604
233.804076,359,333.241601
218.628008,276,333.377336
22.271889,232,333.560174
228.976042,243,334.511195
213.30008,245,334.635793
230.096891,278,334.784189
238.209448,391,335.712562
250.017103,240,335.830295
252.019357,279,335.966929
238.188077,268,336.116949
251.862407,290,337.031617
237.005712,240,337.147482
251.20742,236,337.266263
242.305784,243,337.396001
233.152578,304,338.280033
-4.786455,161,338.360113
243.799328,330,338.523981
34.926513,191,338.656694
250.436904,240,338.809034
247.568427,288,339.620504
-39.107299,128,339.686529
232.829493,234,339.799884
266.213941,243,339.916292
261.783288,236,340.645035
-12.6111,229,340.755026
232.967096,275,340.887745
-13.209663,200,340.984222
258.4341,330,341.80266
232.852263,257,341.925356
204.053891,248,342.043758
238.714838,524,342.986976
245.166163,282,343.122429
226.512807,275,343.25527
231.76043,245,343.485108
128.179886,662,344.550846
218.66207,316,344.722843
26.652459,203,345.571941
245.603379,278,345.735115
22.306478,153,345.816501
239.368163,314,346.041407
243.459343,267,346.924566
210.592448,263,347.054107
225.096609,297,347.201861
230.429139,318,347.37249
230.699129,293,348.277427
227.804225,270,348.412887
242.591451,285,348.573836
250.610232,259,348.756207
256.403057,241,349.59071
214.424371,273,349.730014
243.772808,303,349.88624
223.968337,253,350.805511
10.540056,146,350.879045
259.019031,242,351.003707
230.673181,289,351.1627
216.480836,299,351.33136
216.170188,271,352.145544
229.37559,259,352.271569
196.481612,345,352.445466
216.371382,283,353.30778
253.814847,276,353.444348
251.101164,242,353.575595
244.253078,313,353.741762
209.631505,260,354.592886
219.774308,250,354.715928
238.095793,273,354.849698
228.750461,271,355.049132
231.668536,290,355.918817
245.388171,239,356.036182
222.349491,251,356.162018
157.841329,462,357.136457
230.677202,239,357.263972
240.234786,263,357.397853
279.830472,241,357.594987
238.085476,275,358.454891
235.179434,267,358.585538
238.530997,237,358.700592
271.96344,238,358.823755
213.831269,264,359.72694
234.960206,257,359.856721
-121.595337,136,359.923548
240.882507,280,360.126769
235.324893,258,360.974388
258.183327,234,361.090471
223.482157,254,361.215159
232.111223,271,361.346789
222.642796,274,362.160439
238.417908,242,362.279786
194.145197,419,362.48483
232.377211,256,362.6836
228.076092,240,363.501098
228.124183,282,363.63924
227.36363,251,363.763311
276.318144,250,363.900265
27.167246,204,364.620616
242.822526,255,364.747879
211.137694,259,364.87193
233.479742,268,365.013645
221.634144,275,365.864529
212.475079,308,366.016609
232.103059,253,366.140722
-23.0272,124,366.294787
8.395546,231,367.086177
202.214415,257,367.21181
231.161871,264,367.337165
208.69265,340,367.517509
275.295387,262,368.27725
235.765813,277,368.411832
244.716881,271,368.542164
241.107644,256,368.6663
228.219544,319,369.527008
219.420611,265,369.656376
217.043196,251,369.875651
276.077599,229,370.105094
236.414328,227,370.848641
252.656448,238,370.964923
252.274144,262,371.093267
220.163431,248,371.279709
209.594082,256,372.131815
7.866352,211,372.237374
250.822835,599,372.55584
29.694875,207,373.377854
216.439668,252,373.502547
230.395486,248,373.624842
237.000133,282,373.844586
256.338827,259,374.686342
226.301386,301,374.841159
236.65057,295,374.993756
252.022522,230,375.861762
253.059056,269,376.014405
250.70323,298,376.166651
240.906879,240,376.350974
258.224998,248,377.167266
229.675453,279,377.303321
259.177457,281,377.440093
33.900059,205,377.540885
230.800287,248,378.282462
0.555228,231,378.393853
249.081085,262,378.5207
275.657949,288,378.664495
244.542528,279,379.652407
258.616419,284,379.793771
17.561716,211,379.899136
216.648583,257,380.034721
280.305782,238,380.947952
-17.304909,210,381.055586
284.607958,229,381.171586
246.080427,245,381.357869
247.168252,224,381.572456
259.928103,280,382.322979
255.164804,258,382.45034
215.325337,245,382.569079
274.441756,277,382.719335
259.103034,233,383.497607
44.578102,195,383.601916
203.256527,267,383.739969
48.672938,143,383.813733
-21.613887,162,383.955335
255.224014,262,384.785439
204.355038,257,384.910817
-5.837461,163,384.990705
236.634535,262,385.124324
233.350621,262,385.934453
281.422697,228,386.044974
8.993236,186,386.141024
207.60254,294,386.307034
244.2097,276,387.153991
261.015328,266,387.290742
275.796508,274,387.432645
125.119654,478,388.302091
231.26351,239,388.416696
251.138417,236,388.530132
210.897903,244,388.648384
230.12876,251,389.589698
230.210998,224,389.702837
244.994094,232,389.823213
263.229939,257,390.05073
261.470427,295,390.233228
219.570058,252,391.000809
241.749909,276,391.147716
244.363841,252,391.283244
11.827605,194,391.443826
243.19683,272,392.409807
242.627066,238,392.532096
240.92823,264,392.692804
273.350751,238,392.91267
233.46858,251,393.724581
226.333223,267,393.901527
248.007184,278,394.070749
248.856642,239,394.253268
22.577835,164,395.046115
184.557944,446,395.280115
230.904414,273,395.419874
249.043402,265,396.351019
128.904046,820,396.868365
229.852446,245,397.805422
247.704955,237,397.934419
190.762672,417,398.174309
248.823768,209,398.40757
284.3346,231,399.196029
241.684348,236,399.320344
257.162185,281,399.470163
260.061324,237,399.668269
238.253818,257,400.566156
261.067322,263,400.695802
-10.730736,196,400.792266
268.71564,231,400.925019
237.316211,247,401.756607
255.7633,276,401.892167
277.212735,237,402.008627
260.903873,283,402.273797
222.179159,219,403.238388
285.670992,233,403.352252
51.281324,199,403.450493
234.56688,282,403.60489
250.092446,252,404.449042
265.630238,265,404.57699
246.711932,226,404.68674
263.872697,264,404.814515
268.02998,286,405.700707
234.702006,217,405.817404
217.229053,270,405.948489
244.638961,256,406.170132
272.931618,218,406.292865
221.816195,247,407.13592
280.361354,273,407.269834
244.463864,235,407.384895
39.439959,210,407.529345
284.817495,211,408.41802
239.240935,290,408.562676
266.973326,240,408.681366
46.507785,202,408.793474
275.235511,247,409.615913
201.593269,443,409.838735
222.38235,255,409.965066
13.535869,202,410.116418
208.408132,290,410.956538
277.519526,249,411.076773
220.994227,228,411.185676
15.276265,217,411.302699
246.102855,233,412.102744
217.553633,238,412.218531
249.202445,349,412.393272
272.273816,258,412.584495
-9.478797,179,413.393424
265.180203,276,413.528558
228.478082,432,413.753577
253.777882,232,414.566679
38.321507,189,414.66059
252.230976,245,414.779294
282.530614,229,414.891984
34.795477,203,415.047081
244.388168,274,415.900363
275.788855,262,416.028077
277.975071,202,416.127806
280.474942,266,416.270028
267.246699,269,417.093824
